"model","elpd_loo","p_loo","looic","estimate_(Intercept)","conf.low_(Intercept)","conf.high_(Intercept)","estimate_DO","conf.low_DO","conf.high_DO","estimate_polyDO21","estimate_polyDO22","conf.low_polyDO21","conf.low_polyDO22","conf.high_polyDO21","conf.high_polyDO22","estimate_polyDO31","estimate_polyDO32","estimate_polyDO33","conf.low_polyDO31","conf.low_polyDO32","conf.low_polyDO33","conf.high_polyDO31","conf.high_polyDO32","conf.high_polyDO33","r2","r2_error","r2_q2.5","r2_q97.5","id","model_type"
"b_0_24nov_4_lm_0",48.3110446284852,3.10726118551719,-96.6220892569705,0.147112777184051,0.125066818952559,0.169177901160048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"b_0_24nov_4","lm_0"
"b_0_24nov_4_lm_1",49.3886900664424,3.35701660880534,-98.7773801328849,0.101834299127283,0.0486097566318874,0.154556789209302,0.000600624426488285,-4.04859234844233e-05,0.00124392876704941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.100644157465135,0.0764496579004978,0.000788594204703288,0.271297436670215,"b_0_24nov_4","lm_1"
"b_0_24nov_4_lm_2",48.8635115298323,3.95937945191964,-97.7270230596646,0.146752684115429,0.125541814871235,0.167778777577651,NA,NA,NA,0.127482774548358,0.0517235139907613,-0.00284017535145365,-0.0811383368344617,0.261823581296462,0.187179163882713,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.131341549666934,0.0786923384493093,0.00937297512021429,0.295964807116943,"b_0_24nov_4","lm_2"
"b_0_24nov_4_lm_3",47.9211511363661,4.47185787661076,-95.8423022727323,0.14659089839851,0.124806582855902,0.169379233198809,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125955567026139,0.0505897262470302,-0.0149644681045462,-0.0143294444564672,-0.0925603955108124,-0.151385854732961,0.261613890299659,0.193390512414977,0.123653960987741,0.148172785963837,0.0781909878834914,0.0200390881428759,0.31120645917647,"b_0_24nov_4","lm_3"
"b_0_25nov_1_lm_0",55.1819046846217,1.92722496596008,-110.363809369243,0.100791804386067,0.0850599031182511,0.11630927412532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"b_0_25nov_1","lm_0"
"b_0_25nov_1_lm_1",72.5433294933857,3.18002343423426,-145.086658986771,0.0382930247545483,0.0200421820595657,0.0567834951721225,0.000998206610900499,0.000737959691587851,0.0012595367897907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.662897686752394,0.0643271656737959,0.501010278992558,0.744402349696148,"b_0_25nov_1","lm_1"
"b_0_25nov_1_lm_2",71.2954909293275,4.2523369030282,-142.590981858655,0.10071235192412,0.0916060131030541,0.109791218434586,NA,NA,NA,0.201472625794086,-0.00134809387047474,0.150051334114949,-0.053207960020103,0.253689007050582,0.0526522097682086,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.659371036353659,0.0636408281352931,0.504993872583674,0.740532293615948,"b_0_25nov_1","lm_2"
"b_0_25nov_1_lm_3",73.9710001101106,4.64448145703997,-147.942000220221,0.100647631303467,0.0919179011538619,0.109087730610422,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.201197066482732,-0.00161511770462505,0.0621102007000549,0.151986518366043,-0.0503577482907607,0.0152187143466076,0.24903970636915,0.0466445860547124,0.108881914974233,0.719443145899946,0.0503492115156566,0.591521887482682,0.782702267962455,"b_0_25nov_1","lm_3"
"b_0_25nov_2_lm_0",56.7254145234675,2.68914941567072,-113.450829046935,0.106193933748046,0.0905850176920111,0.121767962657135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"b_0_25nov_2","lm_0"
"b_0_25nov_2_lm_1",66.2452484130247,4.12214872988523,-132.490496826049,0.056359230145371,0.0340298419260842,0.0787069109163258,0.000855976186025457,0.000522654225418959,0.00117696022565113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.451219581039012,0.0956945738250961,0.222903654709318,0.594562591476539,"b_0_25nov_2","lm_1"
"b_0_25nov_2_lm_2",65.6396680363108,4.22261398920921,-131.279336072622,0.106326392731035,0.0942975573219172,0.118571770418888,NA,NA,NA,0.179799429694963,0.00864684319865245,0.110518312620315,-0.0632530497072341,0.250344601752666,0.0787954737044569,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.454095323205901,0.0944706645409825,0.234360272112246,0.595834287673808,"b_0_25nov_2","lm_2"
"b_0_25nov_2_lm_3",65.0042832952128,4.41253051510622,-130.008566590426,0.106324627397626,0.0944905405624381,0.117956000652607,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.179641391394268,0.0073163979306997,-0.00621774108372681,0.106872754335287,-0.0652177751984973,-0.0752281631683323,0.253304515746119,0.078937532490978,0.0646165620177104,0.455671934734551,0.0917821023058736,0.233541451487141,0.597986459228567,"b_0_25nov_2","lm_3"
"b_0_25nov_3_lm_0",33.017662803286,1.44446683998058,-66.0353256065719,0.180733610555977,0.152649648319142,0.208840880613685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"b_0_25nov_3","lm_0"
"b_0_25nov_3_lm_1",48.201462484577,2.55691232300822,-96.402924969154,0.0723460870612128,0.039450632727869,0.105568355147698,0.00164361409395394,0.00119259525074282,0.00208421489354742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.673670991883832,0.0666981193855315,0.49983021077068,0.754959953998039,"b_0_25nov_3","lm_1"
"b_0_25nov_3_lm_2",49.0174489355402,3.17481155230062,-98.0348978710803,0.180903750715553,0.166553929363833,0.195685457822936,NA,NA,NA,0.306028973325438,-0.0723876333441876,0.226144389110801,-0.154362666210749,0.383493703377743,0.0101773188167578,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.708116803405359,0.0580683545917038,0.555235267379218,0.778235733749711,"b_0_25nov_3","lm_2"
"b_0_25nov_3_lm_3",47.9930337978612,3.87802068635108,-95.9860675957225,0.180903588757524,0.165601397928239,0.196094051358661,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.305698806675048,-0.0717034113666006,-0.0168441021120992,0.225255714291542,-0.151897530955946,-0.10021492925165,0.388269071468511,0.00552099147817339,0.0666741468256273,0.703615357763147,0.0613473429126028,0.553481671412724,0.77800273430939,"b_0_25nov_3","lm_3"
"b_0_25nov_4_lm_0",46.7022495769382,1.38663280661902,-93.4044991538763,0.0695938321975868,0.0485329897569953,0.0901066027030617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"b_0_25nov_4","lm_0"
"b_0_25nov_4_lm_1",63.7369657383431,2.67639259068951,-127.473931476686,-0.0164258216067781,-0.0430285915010112,0.00959399107417361,0.00140096290469732,0.00102890632908784,0.00176899859976679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.647753165136644,0.0655141867516695,0.481501120116544,0.732760419526026,"b_0_25nov_4","lm_1"
"b_0_25nov_4_lm_2",68.9236175151119,3.54909087021709,-137.847235030224,0.069506785150082,0.0595697355979855,0.0793630261202561,NA,NA,NA,0.2755274889767,0.108724013741706,0.21326384567674,0.0485295768503782,0.337727485411076,0.168216231115974,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.749653778630721,0.0428175401931248,0.642542704227954,0.802360406722883,"b_0_25nov_4","lm_2"
"b_0_25nov_4_lm_3",68.0511213482982,4.28418624173891,-136.102242696596,0.0694588531484836,0.0584951471466315,0.0802758457702029,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.275034297162116,0.107599504928321,0.0238974616047307,0.212863768039009,0.0450322040801337,-0.037028599524455,0.337559919458265,0.171527556343755,0.0848978203835598,0.748698165878692,0.0439999689843072,0.638904072734555,0.803793853965089,"b_0_25nov_4","lm_3"
"b_0_26nov_1_lm_0",41.7795689362872,1.94106970367847,-83.5591378725743,0.122660360424841,0.0991304464598851,0.145941896308742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"b_0_26nov_1","lm_0"
"b_0_26nov_1_lm_1",46.446229105017,2.51084964359431,-92.892458210034,0.0551186257926284,0.00952713070175133,0.101463877536514,0.00107416285675051,0.000411077356520391,0.00169545498683959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27771373683134,0.111359930645863,0.0481304919765784,0.466389709830423,"b_0_26nov_1","lm_1"
"b_0_26nov_1_lm_2",53.4455473655182,3.47912296920087,-106.891094731036,0.122459685018237,0.106888526377437,0.138403056356956,NA,NA,NA,0.19677189131652,-0.195303644712891,0.0996298242196018,-0.287445448755927,0.287871325693261,-0.101349573502508,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54884810973276,0.0839656570390065,0.338854125135286,0.667018508220545,"b_0_26nov_1","lm_2"
"b_0_26nov_1_lm_3",55.4082919356037,4.74430653551602,-110.816583871207,0.122340694048784,0.1073083986988,0.137437124010695,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.195437979712572,-0.195074305207761,-0.105893555907919,0.109500805597485,-0.279403352135732,-0.188721684284455,0.282052454970181,-0.106637285649298,-0.02083030050551,0.624080216409366,0.0713373466872215,0.447671787337836,0.717887226897097,"b_0_26nov_1","lm_3"
"b_0_26nov_2_lm_0",20.410570789316,1.45957231603067,-40.8211415786319,0.196411619627666,0.156958773249773,0.234622048588679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"b_0_26nov_2","lm_0"
"b_0_26nov_2_lm_1",19.5189009673315,2.49532920813711,-39.037801934663,0.230679015588466,0.130522216556605,0.331016580888628,-0.000485953398109498,-0.0017802395154271,0.000848667930176323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0720708267381815,0.0767540388959188,0.000154433757215804,0.272148712415371,"b_0_26nov_2","lm_1"
"b_0_26nov_2_lm_2",45.926027489463,5.68852898203098,-91.852054978926,0.196302752204435,0.185911247108056,0.20664560653108,NA,NA,NA,-0.0694643849715725,-0.365166594151797,-0.115369989634763,-0.414830780649072,-0.0243675599481629,-0.315299958404765,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.932675503047136,0.0132659383915208,0.896060749869944,0.943763305308289,"b_0_26nov_2","lm_2"
"b_0_26nov_2_lm_3",51.5747482557643,7.67077394686827,-103.149496511529,0.196302706540465,0.188867818928515,0.203757300514982,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0695819974117874,-0.365785290287242,-0.0681545570946355,-0.103844397420201,-0.400271416210447,-0.100851851795018,-0.0342988992624996,-0.332588519766368,-0.034500681241307,0.966537040252771,0.00629883731360493,0.950217079054879,0.972607673570641,"b_0_26nov_2","lm_3"
"b_0_26nov_3_lm_0",61.6387355861678,1.80898680520298,-123.277471172336,0.130809241730829,0.119816421616037,0.142038457575144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"b_0_26nov_3","lm_0"
"b_0_26nov_3_lm_1",76.5902120313537,2.98669280780407,-153.180424062707,0.0783895172811772,0.0623744776822622,0.0939709032264486,0.000803517367537937,0.000578622176616825,0.00103165649289687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.645426787440107,0.0692363272941008,0.467709848548428,0.73486418398222,"b_0_26nov_3","lm_1"
"b_0_26nov_3_lm_2",76.7829489329443,3.75438855955811,-153.565897865889,0.130880403637745,0.124378810176102,0.137383759095509,NA,NA,NA,0.128488665923502,0.0268047084168998,0.092352724818566,-0.00951623728048071,0.162987784022174,0.0609646116204017,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.667478995428635,0.0672602242100736,0.492400168602655,0.749382818962212,"b_0_26nov_3","lm_2"
"b_0_26nov_3_lm_3",76.7186184057567,4.19703154408314,-153.437236811513,0.130730309759296,0.124129464047884,0.137285570820289,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.128992043419802,0.0267614188688697,0.0215109546767425,0.0933550899328829,-0.0104420468434105,-0.0129924425801815,0.165750890412484,0.0625796986284024,0.0575151854751236,0.682758215062498,0.0624578974972636,0.525900170576186,0.761723176672891,"b_0_26nov_3","lm_3"
"b_0_27nov_2_lm_0",64.5368123041252,3.08240226555775,-129.07362460825,0.0991482955961355,0.0903824829775606,0.107834920546962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"b_0_27nov_2","lm_0"
"b_0_27nov_2_lm_1",65.5011264623497,3.70161270441538,-131.002252924699,0.0839183282626653,0.0650047502412911,0.102415152884393,0.000234887717255093,-1.45542147862104e-05,0.000492158643165254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.136213770457964,0.0973692831846287,0.00171490098631606,0.347843734325137,"b_0_27nov_2","lm_1"
"b_0_27nov_2_lm_2",64.8458587718181,3.91548367818541,-129.691717543636,0.0990762686981521,0.0907140119785509,0.107661962139711,NA,NA,NA,0.0399926980782879,-0.00593985419663457,-0.00418127841026498,-0.0515360260410377,0.084171477895782,0.039379741821883,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.159715021491129,0.0963272651517514,0.00900837016763284,0.356567345878113,"b_0_27nov_2","lm_2"
"b_0_27nov_2_lm_3",63.9351704785971,4.43794573447104,-127.870340957194,0.099121124568859,0.0904249887234862,0.108146417989998,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0403824374349528,-0.00565775163489957,-0.0114922582354309,-0.00485457979180949,-0.0506518059140419,-0.0588152733708153,0.0869562417079008,0.0387655992636495,0.0350962323686004,0.190451460840866,0.099229774705911,0.0212238118921094,0.386209167444812,"b_0_27nov_2","lm_3"
"b_0_27nov_3_lm_0",61.1709840140059,1.78189672699631,-122.341968028012,0.0795023689545112,0.0703326507601365,0.0893652442976763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"b_0_27nov_3","lm_0"
"b_0_27nov_3_lm_1",64.3950231962262,2.36553802608116,-128.790046392452,0.0558722960880464,0.0375037214135488,0.0743780078985577,0.000362184520075639,0.000103865248007396,0.000613895649697544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.253956200528066,0.11877598623237,0.0237867529072494,0.462260982764842,"b_0_27nov_3","lm_1"
"b_0_27nov_3_lm_2",63.2271142833111,3.2763886403832,-126.454228566622,0.0794189822362383,0.0708042618802465,0.0880243892700453,NA,NA,NA,0.0619510404085346,-0.00079244059170067,0.0182667907517945,-0.0457915520746895,0.104200565629779,0.0440184493775866,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.272407303713219,0.110521654830354,0.0480921450954505,0.464617194981767,"b_0_27nov_3","lm_2"
"b_0_27nov_3_lm_3",62.3325588265035,3.92552813735034,-124.665117653007,0.0794251939608652,0.0706533235468319,0.0876941243735787,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0609954810622348,-0.00145977777334401,0.00750357344417629,0.0157073654352892,-0.0459951556437655,-0.0365677833732277,0.10572775237423,0.0412103406747102,0.0525709155905149,0.282910674596982,0.10818578797774,0.0692368374996508,0.472396013483493,"b_0_27nov_3","lm_3"
"b_9_21nov_1_lm_0",71.1411380557377,1.92251421273543,-142.282276111475,0.0908875685639855,0.0788542246266572,0.102971685002937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"b_9_21nov_1","lm_0"
"b_9_21nov_1_lm_1",86.6508073418359,3.95911870289523,-173.301614683672,0.0421857586047622,0.0265091551464133,0.0576250890129441,0.00075920320350294,0.000552543395388646,0.00097552695565216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58304739108773,0.0719807759043159,0.413781643307154,0.684998689865604,"b_9_21nov_1","lm_1"
"b_9_21nov_1_lm_2",93.7486421811306,5.16254777511339,-187.497284362261,0.0909619127529793,0.0848946280857798,0.0971955795499411,NA,NA,NA,0.167391873962519,-0.0833652798206086,0.128968447512977,-0.122905517537945,0.20617182121806,-0.04345053458543,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.728779602502831,0.0441731445222703,0.615235531317327,0.785079319777016,"b_9_21nov_1","lm_2"
"b_9_21nov_1_lm_3",94.161358410519,6.1779829594825,-188.322716821038,0.0909621784607598,0.0849582229595772,0.0969545503343107,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.167606117066631,-0.0833597299922454,0.0316907389712822,0.12954650296262,-0.12078617463067,-0.00728189010458284,0.205454660788587,-0.0466071695995,0.0693798329187643,0.747275838052262,0.0404091389790269,0.644560457748635,0.799020069287522,"b_9_21nov_1","lm_3"
"b_9_21nov_2_lm_0",66.8942936191885,3.72768572055543,-133.788587238377,0.0931903987029267,0.0841753846077782,0.102199962496914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"b_9_21nov_2","lm_0"
"b_9_21nov_2_lm_1",70.7088115456855,5.02153139822573,-141.417623091371,0.0659871012804913,0.048257598384309,0.0847015276368257,0.000373023223762758,0.000145059213740513,0.000590193554594108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28965924489658,0.114641344649722,0.0524938784666638,0.481010126526636,"b_9_21nov_2","lm_1"
"b_9_21nov_2_lm_2",71.5906308038145,5.49475798503476,-143.181261607629,0.0932993402204788,0.0859104950195101,0.100625561376734,NA,NA,NA,0.0698359942487284,-0.034565415413647,0.0278367388067555,-0.0732093107942646,0.111557850298545,0.00521039832010903,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36535877936397,0.110237733488305,0.123999178154533,0.538710906515165,"b_9_21nov_2","lm_2"
"b_9_21nov_2_lm_3",70.8334085220457,6.00332380205673,-141.666817044091,0.0931242701668383,0.0856621609189004,0.100318599431093,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0695360701267059,-0.0348626757341298,0.00938755917362744,0.0287177785277131,-0.0746766862533475,-0.0325557489010488,0.11067636129186,0.00564055928621605,0.0498602984249588,0.37605412214093,0.104465856285905,0.132146040271105,0.542343572398097,"b_9_21nov_2","lm_3"
"b_9_21nov_3_lm_0",51.1738469646445,3.50596766371717,-102.347693929289,0.122265439858997,0.105724851517241,0.13914191268088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"b_9_21nov_3","lm_0"
"b_9_21nov_3_lm_1",59.2030088681356,5.16587722958847,-118.406017736271,0.0627165923476431,0.0351063467953929,0.0916834157806345,0.000852524282126445,0.000495216059906797,0.00120406104013462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.438343967467036,0.103047630355717,0.196295676972288,0.592570519635122,"b_9_21nov_3","lm_1"
"b_9_21nov_3_lm_2",59.8044820837141,5.7868996573857,-119.608964167428,0.122209363869885,0.110048697738241,0.133990598349039,NA,NA,NA,0.169495168575903,-0.0550211510287782,0.102747703741117,-0.123300708594902,0.237012424078991,0.0162382881670467,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.488577233861305,0.0946857931094663,0.262498414958965,0.627081754906056,"b_9_21nov_3","lm_2"
"b_9_21nov_3_lm_3",59.1294367896501,6.36150695894244,-118.2588735793,0.122286648729561,0.109796976369258,0.134496116182448,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.170163943173925,-0.0565221675383609,-0.0248061744309379,0.103631228873507,-0.129412489203154,-0.0948351551865233,0.239790403541272,0.0124398980634671,0.0431615961775309,0.500752882731296,0.0894544663665465,0.287838485056594,0.631855312973633,"b_9_21nov_3","lm_3"
"b_9_21nov_4_lm_0",75.6498596416138,1.79428078132404,-151.299719283228,0.149369405112656,0.139897520494526,0.158879987567148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"b_9_21nov_4","lm_0"
"b_9_21nov_4_lm_1",81.648677612077,2.4163804682174,-163.297355224154,0.119899900783925,0.102243689024079,0.137360874079298,0.000445615522393749,0.000220085885131934,0.000689007159307072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.308655712237802,0.105286394161756,0.092043162203438,0.494090536082422,"b_9_21nov_4","lm_1"
"b_9_21nov_4_lm_2",84.8262049624114,4.15842267151716,-169.652409924823,0.149454070979307,0.14251571987941,0.156864186098653,NA,NA,NA,0.0949116924778995,0.0680431631609062,0.0516095605503126,0.0229496993158805,0.13856190202546,0.111953782356487,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.468669757294053,0.0909939211754045,0.256684800774617,0.603029678788009,"b_9_21nov_4","lm_2"
"b_9_21nov_4_lm_3",83.3049474859743,5.5515679323332,-166.609894971949,0.149380806623385,0.142344167707796,0.156472984509843,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0949537531310089,0.0673429986461319,0.0093105279856957,0.0487902859461602,0.0218342859888409,-0.0352891257751545,0.139140207002406,0.111865555665123,0.0530755044607581,0.47095064944163,0.090510570051159,0.261396057594783,0.606514661596315,"b_9_21nov_4","lm_3"
"b_9_22nov_1_lm_0",88.9069640301732,4.25015734737279,-177.813928060346,0.112773738632912,0.101774793696891,0.123406534682878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"b_9_22nov_1","lm_0"
"b_9_22nov_1_lm_1",100.885395165634,6.48037602059665,-201.770790331269,0.0562563936961729,0.0355155500485046,0.0777290196282876,0.000854758574326328,0.000559919356768205,0.00114569001880428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.421393355318054,0.0850284808882671,0.230178542376698,0.556063418081512,"b_9_22nov_1","lm_1"
"b_9_22nov_1_lm_2",100.688597778685,6.55474435058416,-201.377195557371,0.112880667538497,0.10457932788451,0.121275739159413,NA,NA,NA,0.176936391661952,0.0137007586418298,0.118457689256124,-0.045439887570447,0.233958660391116,0.0728766337188243,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.425915806109533,0.0796997803670409,0.245266020645709,0.553386227921425,"b_9_22nov_1","lm_2"
"b_9_22nov_1_lm_3",99.8176160761322,7.17195305190045,-199.635232152264,0.112884698268033,0.104259348733822,0.121328929505317,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.178128804889865,0.0134619946252193,0.0119174977325133,0.118834644139131,-0.0433515236374601,-0.0469724393833603,0.241694484725916,0.0707596855642725,0.0723857995415566,0.431698270832473,0.0798850024029629,0.254031457610653,0.562837458050434,"b_9_22nov_1","lm_3"
"b_9_22nov_2_lm_0",76.9919477748527,2.79544463475028,-153.983895549705,0.136339678206691,0.126411650843166,0.145951345794649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"b_9_22nov_2","lm_0"
"b_9_22nov_2_lm_1",83.3608414478625,3.46546888627826,-166.721682895725,0.0959928811284357,0.0739924116073456,0.118239743104317,0.000567873214907091,0.000277342686219547,0.000854461429341651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.314473102818229,0.102483025971271,0.091947245795003,0.490067829932165,"b_9_22nov_2","lm_1"
"b_9_22nov_2_lm_2",85.5835014329698,4.17136663134409,-171.16700286594,0.136354577335703,0.128467363778371,0.14457441753831,NA,NA,NA,0.104818826402175,0.0586677163147956,0.0585040053409493,0.0113271717275373,0.152987544410021,0.10639389408426,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.417040682155202,0.091338937259993,0.214545584354215,0.564489960973202,"b_9_22nov_2","lm_2"
"b_9_22nov_2_lm_3",84.9973299449658,4.83397363335712,-169.994659889932,0.136419051959952,0.128426479287663,0.144407751254795,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.104164288193712,0.0591209124148545,0.0228223560007548,0.0550603584999083,0.00972851948370214,-0.0254012702168707,0.153670896066751,0.109673094878296,0.0712573825867476,0.432151536876433,0.0912275507168692,0.222621523654023,0.573818851583846,"b_9_22nov_2","lm_3"
"b_9_22nov_3_lm_0",96.5251919962536,1.88817928213133,-193.050383992507,0.126703696317729,0.116600682210207,0.136482055589436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"b_9_22nov_3","lm_0"
"b_9_22nov_3_lm_1",117.087216332118,3.2607857734789,-234.174432664235,0.0554714927695766,0.0354641817483346,0.0745320130737319,0.00101812986705889,0.000754205493501993,0.00128579055869909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.556839696514427,0.0663275037921555,0.397494041228996,0.657428007302523,"b_9_22nov_3","lm_1"
"b_9_22nov_3_lm_2",118.080462798469,4.39889721927566,-236.160925596937,0.126616501470215,0.120254823195523,0.133065361297065,NA,NA,NA,0.197822606827881,0.0478436732457018,0.150912692265479,0.00151252807266792,0.24540420615448,0.0959022055153971,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.591882232038924,0.0577839716910364,0.458495460674564,0.678217520380483,"b_9_22nov_3","lm_2"
"b_9_22nov_3_lm_3",119.533581556161,5.0127516968067,-239.067163112322,0.126686286838615,0.120226737018181,0.13314250785094,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.197912437737475,0.0476464894585504,0.0493585524014378,0.1493888656901,0.00291522954612456,0.00454500712142808,0.244977067799545,0.0932506687349601,0.094659585400789,0.624986200348996,0.0550577620102021,0.495344014147179,0.705223018764098,"b_9_22nov_3","lm_3"
"b_9_22nov_4_lm_0",35.0502835601182,3.20905007778144,-70.1005671202364,0.197080341634572,0.168911969634514,0.225199674218263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"b_9_22nov_4","lm_0"
"b_9_22nov_4_lm_1",34.6992013845551,3.47212712003707,-69.3984027691102,0.218756051455703,0.152955617539106,0.286072958308528,-0.000299511498212112,-0.00116939688467935,0.000554485476688542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0429022790212446,0.0505853093153434,4.58264226382457e-05,0.184361140336877,"b_9_22nov_4","lm_1"
"b_9_22nov_4_lm_2",42.5046759951133,4.7290327255322,-85.0093519902267,0.19683376136982,0.175232690236001,0.219006567912754,NA,NA,NA,-0.0560987928858515,-0.284768135581714,-0.186384247313392,-0.41235264202653,0.0707924995205301,-0.157337646881279,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.424712031555709,0.102446184028745,0.189972472954557,0.581322452045816,"b_9_22nov_4","lm_2"
"b_9_22nov_4_lm_3",42.8118059753771,5.95919745814594,-85.6236119507541,0.197041562334942,0.175601446803914,0.21813469255328,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0573145031231666,-0.285860515796058,0.104507373552384,-0.176033878242555,-0.409061567832472,-0.0194806968241689,0.0588894687571312,-0.166096578652407,0.225648931313403,0.480118276859901,0.0929981598243345,0.262730679307016,0.616138492520931,"b_9_22nov_4","lm_3"
